sepal_length,sepal_width,petal_length,petal_width,species
5.83,2.75,5.49,0.63,setosa
6.25,3.24,3.28,0.5,virginica
3.78,3.15,4.16,1.95,setosa
5.56,2.68,3.68,0.58,versicolor
5.99,3.57,6.66,2.31,setosa
4.88,3.12,2.51,-0.45,versicolor
6.11,3.29,3.92,2.05,versicolor
5.64,3.56,3.06,1.49,virginica
7.2,3.01,1.55,1.27,versicolor
7.06,3.13,6.99,1.09,virginica
5.43,3.32,1.93,2.33,virginica
5.68,2.71,4.03,1.62,virginica
5.74,3.02,1.09,0.66,virginica
5.44,3.05,3.1,0.17,virginica
5.96,2.62,4.33,1.31,versicolor
5.19,3.93,2.46,1.2,versicolor
4.9,2.44,4.58,0.29,virginica
6.3,2.48,3.3,1.17,versicolor
6.3,3.53,5.44,0.86,virginica
5.16,3.29,5.74,1.21,versicolor
6.52,2.59,2.82,1.64,virginica
5.29,3.24,3.82,2.1,setosa
6.0,3.59,3.98,1.75,setosa
6.46,2.99,4.63,0.77,virginica
5.77,4.04,3.72,1.42,versicolor
6.16,2.31,3.99,1.24,virginica
5.39,3.28,3.33,0.4,versicolor
5.64,3.47,3.87,1.44,virginica
5.64,3.36,5.65,2.31,virginica
5.2,2.92,4.67,1.22,versicolor
5.66,2.88,4.75,0.24,versicolor
4.56,3.18,4.78,1.22,virginica
5.41,3.33,3.47,0.47,setosa
5.57,3.24,4.18,1.72,setosa
5.6,3.42,2.07,1.51,setosa
5.61,2.59,5.6,1.1,setosa
5.75,2.91,-0.47,1.0,setosa
6.18,2.62,3.57,1.07,versicolor
6.5,2.85,5.41,1.2,setosa
5.28,3.41,1.65,0.74,versicolor
4.84,3.04,4.3,0.37,setosa
4.97,4.04,2.68,1.88,versicolor
5.41,3.08,3.15,0.97,setosa
5.52,3.02,5.12,1.3,setosa
5.18,3.04,4.0,1.37,versicolor
4.76,2.74,0.65,1.39,versicolor
5.44,2.98,2.24,0.5,virginica
5.95,3.45,5.16,0.19,setosa
6.28,3.05,4.37,0.85,setosa
5.35,2.68,6.32,1.44,versicolor
5.47,2.63,6.22,0.76,versicolor
5.06,2.82,3.19,0.99,setosa
5.77,3.03,7.45,2.48,setosa
5.12,3.48,3.74,0.09,versicolor
6.26,2.46,2.26,0.75,versicolor
4.37,2.87,2.75,2.34,setosa
5.51,3.06,0.31,1.17,versicolor
6.04,2.27,6.11,0.78,versicolor
5.95,2.67,6.09,1.9,setosa
7.95,2.73,2.18,1.23,virginica
6.08,2.68,3.36,0.99,versicolor
5.0,3.08,3.84,1.32,virginica
5.72,2.94,2.26,0.81,versicolor
4.38,2.78,1.07,0.59,virginica
5.74,3.17,3.38,1.13,versicolor
5.13,3.69,3.22,0.59,virginica
6.53,3.66,3.12,1.21,virginica
5.36,2.23,4.03,1.41,versicolor
5.71,3.23,5.84,1.71,virginica
5.29,2.93,3.25,1.88,setosa
7.19,3.06,3.96,0.96,setosa
5.54,2.84,4.79,1.5,setosa
7.27,3.05,4.53,1.5,virginica
6.45,3.06,2.78,1.4,versicolor
6.19,2.77,3.84,0.91,virginica
6.09,2.64,4.52,0.58,versicolor
6.12,2.82,2.01,1.5,virginica
4.26,3.09,5.6,0.18,versicolor
5.58,3.24,5.85,1.04,virginica
6.48,3.34,2.62,-0.33,virginica
5.76,2.8,3.99,0.4,setosa
4.68,3.11,4.66,0.67,virginica
5.76,3.39,2.88,1.86,setosa
7.16,3.47,4.42,1.61,versicolor
6.8,2.98,3.94,0.87,versicolor
5.75,2.91,1.5,1.64,setosa
6.56,3.08,4.39,1.73,virginica
5.51,2.54,2.05,1.1,versicolor
4.44,2.92,5.11,0.37,virginica
5.06,3.3,2.69,1.08,virginica
7.05,3.26,3.46,1.14,virginica
5.58,2.89,5.76,0.46,versicolor
5.61,3.09,4.44,1.42,versicolor
5.56,2.67,2.08,1.37,virginica
7.32,3.28,2.18,1.47,setosa
7.1,2.97,2.8,1.37,setosa
7.58,2.89,4.29,1.64,setosa
5.67,2.86,4.24,1.09,virginica
6.04,2.97,2.44,1.32,setosa
4.59,2.82,1.95,0.96,versicolor
6.98,3.26,4.12,0.85,setosa
4.87,2.84,3.43,2.0,setosa
5.97,3.64,6.94,-0.03,virginica
4.92,3.59,3.75,1.73,versicolor
5.33,2.64,6.42,0.83,versicolor
5.13,3.03,1.94,0.75,setosa
5.31,2.74,1.34,1.36,virginica
5.37,2.87,2.02,0.31,virginica
5.36,3.8,5.48,0.71,setosa
6.47,2.88,6.33,0.69,versicolor
4.92,3.14,2.53,1.07,versicolor
5.98,3.22,3.01,0.72,versicolor
6.77,2.6,1.95,2.16,virginica
5.39,2.66,0.98,2.28,setosa
5.23,2.52,4.78,-0.01,virginica
5.62,2.65,4.03,1.53,versicolor
6.74,1.86,3.72,1.72,virginica
5.96,3.22,1.6,1.53,versicolor
5.38,3.82,6.16,0.81,setosa
6.19,3.06,2.94,1.05,versicolor
4.92,2.43,4.5,0.75,setosa
6.35,2.74,1.52,0.95,virginica
6.13,2.82,3.41,0.47,virginica
5.55,2.59,4.14,1.13,virginica
5.13,3.34,4.19,0.3,versicolor
5.09,3.32,3.93,1.08,setosa
6.23,2.54,4.44,0.45,virginica
6.78,3.29,2.0,1.32,virginica
5.29,3.61,4.0,0.79,setosa
6.17,3.76,3.87,1.37,versicolor
4.13,4.15,4.05,1.85,virginica
5.33,2.64,3.81,2.15,versicolor
5.78,4.13,1.79,-0.32,versicolor
5.07,2.86,1.72,0.7,versicolor
5.05,2.76,0.38,1.02,virginica
5.27,3.13,4.93,1.48,virginica
6.03,2.77,4.94,0.21,setosa
5.65,3.16,4.97,0.61,setosa
4.01,2.47,4.16,1.28,versicolor
4.1,2.9,0.5,1.25,virginica
5.31,3.51,2.16,1.43,versicolor
6.17,2.98,3.96,1.47,setosa
3.6,3.06,3.9,1.4,versicolor
5.4,3.19,3.37,1.32,versicolor
5.38,3.47,4.25,1.23,virginica
6.91,2.34,3.72,1.6,versicolor
5.49,3.23,3.88,-0.14,versicolor
6.11,2.89,2.74,2.13,virginica
5.91,3.07,5.17,-0.12,virginica
4.1,3.42,3.05,0.55,setosa
6.41,2.52,1.7,1.06,virginica
5.97,2.59,2.54,1.6,versicolor
6.21,2.23,3.18,-0.6,setosa
8.94,2.78,5.19,1.18,setosa
4.13,3.53,3.64,1.68,setosa
7.18,2.95,3.42,1.8,setosa
5.57,2.46,1.83,0.78,versicolor
6.03,2.81,4.88,1.02,versicolor
5.76,2.4,2.72,0.83,versicolor
5.46,2.55,3.55,0.96,versicolor
5.34,3.16,5.92,0.58,setosa
6.06,2.53,4.46,0.67,versicolor
4.59,3.45,1.26,1.46,setosa
6.4,2.97,1.05,1.28,virginica
5.47,3.03,3.6,1.49,versicolor
4.9,2.89,1.88,1.33,virginica
5.44,3.31,4.67,1.62,virginica
6.81,3.31,3.76,1.73,versicolor
5.37,3.13,3.95,0.15,setosa
6.09,3.23,2.64,0.69,virginica
5.22,2.92,6.31,1.06,versicolor
6.41,3.22,7.96,1.19,virginica
6.35,2.86,3.28,0.8,virginica
7.28,3.0,4.23,1.75,versicolor
5.66,2.89,3.85,2.39,virginica
6.33,2.82,3.31,1.31,setosa
5.88,2.72,2.45,1.25,setosa
6.84,3.19,2.07,1.71,virginica
5.22,3.52,2.0,0.08,virginica
6.4,3.47,4.31,1.22,versicolor
5.64,2.5,2.92,1.79,setosa
5.75,3.52,-0.17,0.81,virginica
5.87,2.87,4.37,0.46,setosa
6.0,3.24,3.64,1.09,virginica
5.71,2.64,5.72,1.16,versicolor
5.97,3.06,4.26,0.65,versicolor
7.06,3.13,1.48,2.46,setosa
6.59,2.41,0.36,0.91,setosa
6.5,3.24,2.62,0.51,virginica
5.44,3.54,2.76,1.14,virginica
5.09,2.93,5.11,1.74,virginica
6.56,3.54,3.69,1.21,setosa
6.5,2.92,5.4,1.49,versicolor
6.98,3.34,1.71,0.68,versicolor
5.32,2.11,5.15,2.09,setosa
5.62,3.97,4.78,1.54,versicolor
4.49,3.6,0.67,1.83,setosa
5.49,2.89,5.68,1.42,virginica
6.6,2.21,3.84,1.69,setosa
5.43,3.12,4.29,0.68,versicolor
6.31,2.42,2.4,0.91,setosa
5.65,3.18,5.61,2.01,setosa
6.06,3.16,1.92,2.14,setosa
4.88,2.62,4.95,0.51,setosa
5.87,3.45,4.93,1.35,versicolor
3.41,3.32,2.24,0.94,virginica
5.65,3.39,6.68,0.78,versicolor
4.5,3.0,4.05,1.37,versicolor
6.76,2.43,4.68,1.88,virginica
6.42,3.39,1.41,1.47,versicolor
6.17,2.89,6.88,1.01,virginica
7.02,2.44,1.86,1.51,virginica
5.04,3.54,5.24,0.98,setosa
7.2,3.84,2.21,1.45,versicolor
6.55,2.98,2.77,2.04,virginica
5.61,3.86,4.88,-0.05,versicolor
6.71,3.04,5.24,1.68,versicolor
4.91,2.85,1.79,0.28,virginica
5.14,2.75,5.34,1.94,setosa
5.31,3.65,5.27,0.82,virginica
5.38,2.69,2.29,0.47,setosa
4.95,3.29,6.1,1.62,virginica
6.78,2.78,1.51,1.42,virginica
5.59,2.82,2.76,0.6,setosa
6.08,3.41,4.42,0.45,setosa
5.34,2.85,2.42,1.09,versicolor
4.34,2.84,4.1,0.48,virginica
6.02,3.45,4.06,0.56,versicolor
4.27,3.64,3.42,1.27,versicolor
5.75,3.26,4.95,0.62,setosa
4.71,2.74,3.36,1.46,setosa
7.39,2.8,4.05,2.09,versicolor
6.53,3.03,5.42,1.11,setosa
5.88,3.13,4.89,1.28,virginica
6.81,2.6,4.88,2.41,setosa
5.12,3.29,1.98,0.49,setosa
6.23,3.03,4.49,1.91,virginica
5.96,2.31,2.38,1.84,setosa
6.01,2.63,1.78,1.71,versicolor
6.82,2.8,3.59,1.98,versicolor
6.39,2.97,2.34,1.37,versicolor
6.03,3.76,4.89,0.85,setosa
4.48,3.1,4.92,1.86,setosa
5.03,2.66,0.85,1.88,setosa
5.7,3.09,2.46,1.86,versicolor
5.87,2.86,1.51,1.23,setosa
4.9,3.13,3.01,0.77,virginica
7.73,3.23,4.38,1.31,setosa
7.01,3.48,3.34,1.77,versicolor
6.28,2.99,2.82,1.81,virginica
5.86,3.66,5.65,0.94,virginica
5.63,3.36,0.24,1.39,versicolor
5.04,2.72,5.56,0.41,virginica
5.86,3.88,2.88,1.79,virginica
6.01,3.13,3.58,0.73,virginica
4.81,2.67,2.91,1.67,virginica
6.07,3.66,6.01,0.51,virginica
5.68,3.83,1.85,1.82,setosa
4.27,2.99,3.72,1.39,versicolor
5.11,2.8,4.49,0.73,versicolor
5.47,2.93,1.28,1.61,setosa
7.31,3.29,2.32,0.85,setosa
6.25,3.51,3.48,1.65,versicolor
4.73,3.23,2.37,1.04,versicolor
6.19,3.04,2.48,0.17,setosa
4.56,3.6,3.18,0.61,setosa
6.67,2.87,4.67,0.94,virginica
5.42,3.41,3.19,2.02,setosa
5.73,2.88,5.32,1.74,setosa
6.86,3.17,2.2,2.17,virginica
4.77,2.95,1.82,2.19,virginica
4.68,2.98,6.59,0.88,versicolor
5.33,2.85,2.71,1.09,versicolor
6.63,3.54,1.73,0.95,setosa
4.58,2.71,1.09,0.8,virginica
3.53,2.7,5.31,0.1,virginica
5.44,3.85,3.19,1.19,versicolor
6.24,3.39,3.32,0.43,versicolor
6.76,2.05,3.46,1.18,setosa
5.43,2.77,5.22,2.47,virginica
5.47,2.28,3.43,0.89,versicolor
6.72,2.62,7.22,1.32,setosa
4.3,1.74,3.9,1.74,setosa
5.49,2.95,5.29,1.37,setosa
5.95,2.54,4.91,1.38,versicolor
6.16,3.02,3.65,0.98,versicolor
5.39,2.35,2.82,1.06,versicolor
5.83,3.03,4.2,0.62,versicolor
3.81,2.83,4.47,1.71,versicolor
5.27,3.6,2.84,0.16,virginica
6.16,3.56,3.95,1.78,virginica
5.01,3.31,5.55,0.36,virginica
5.85,2.87,6.8,1.78,virginica
6.16,3.79,4.98,0.99,setosa
5.53,2.38,6.49,0.46,setosa
5.94,2.44,2.76,1.55,virginica
5.03,2.97,4.75,1.76,versicolor
5.63,3.9,5.71,0.94,virginica
6.29,2.92,2.36,1.63,virginica
5.93,2.93,2.97,-0.17,setosa
5.33,2.42,6.31,0.41,versicolor
5.98,3.38,2.24,1.98,setosa
6.37,3.38,1.69,1.07,versicolor
4.16,3.32,5.99,0.08,setosa
6.73,2.75,5.5,0.78,virginica
5.53,2.72,4.35,0.65,versicolor
6.14,2.48,3.63,1.1,setosa
6.76,3.03,3.04,0.98,virginica
4.7,2.57,4.12,1.31,setosa
5.23,2.53,6.07,1.16,setosa
5.57,2.83,4.06,2.02,setosa
5.17,2.8,6.95,1.45,virginica
7.19,2.78,2.35,1.47,versicolor
5.11,3.19,3.67,1.9,setosa
5.36,3.03,3.14,0.97,virginica
5.96,2.88,2.07,0.44,setosa
4.84,3.07,3.47,1.92,versicolor
5.48,2.6,4.33,1.28,setosa
6.05,3.04,4.49,1.28,virginica
5.53,3.06,6.96,0.82,setosa
5.73,2.4,4.4,0.83,setosa
5.38,3.4,5.43,1.71,versicolor
4.59,2.65,3.8,1.79,versicolor
6.06,3.04,6.22,1.67,versicolor
7.2,3.47,7.3,1.68,setosa
5.81,3.37,4.5,1.54,virginica
5.98,3.01,2.21,1.28,setosa
6.35,2.86,2.88,1.09,setosa
4.78,3.38,4.12,1.93,setosa
7.16,3.27,4.38,0.98,setosa
5.96,2.75,4.75,1.42,versicolor
7.11,2.68,4.39,0.72,versicolor
5.21,2.17,3.71,0.8,versicolor
7.25,3.06,2.75,1.06,versicolor
6.42,2.97,4.3,0.72,virginica
6.24,3.45,6.48,1.68,setosa
5.99,3.14,5.23,0.39,setosa
5.6,3.53,4.5,1.26,setosa
6.76,2.72,5.24,1.28,virginica
5.91,3.46,3.14,0.11,virginica
4.23,2.79,2.94,0.94,versicolor
4.91,3.31,2.58,1.35,setosa
5.65,2.42,3.51,1.46,setosa
6.05,3.09,3.07,1.08,virginica
5.75,2.21,5.51,1.61,setosa
6.78,2.89,2.99,1.13,virginica
4.24,3.18,2.5,1.21,versicolor
5.91,2.79,6.61,1.35,virginica
4.35,2.58,3.02,1.76,setosa
6.41,3.34,3.93,0.79,virginica
5.72,2.96,4.38,0.91,virginica
6.14,2.8,1.99,0.8,versicolor
5.11,3.02,5.55,1.0,setosa
6.82,4.05,4.66,2.06,setosa
6.63,3.46,6.04,1.54,versicolor
6.27,3.47,2.68,0.52,virginica
5.7,3.17,3.85,0.84,virginica
6.26,3.07,3.76,1.42,setosa
5.23,2.04,4.1,0.66,virginica
6.48,2.73,1.52,0.76,versicolor
7.12,2.81,3.87,2.01,setosa
6.66,2.25,1.56,0.83,virginica
5.22,2.54,4.24,1.77,versicolor
6.09,2.21,0.51,1.95,versicolor
4.77,2.98,0.92,0.76,setosa
6.26,3.33,4.93,0.67,setosa
6.16,3.44,2.88,1.03,virginica
4.3,3.17,2.22,0.55,virginica
4.87,2.61,5.61,1.27,virginica
5.57,2.23,4.19,1.08,versicolor
5.56,2.3,5.01,1.42,versicolor
4.83,2.49,3.45,2.04,virginica
6.11,2.64,7.72,1.69,setosa
6.0,2.94,2.79,1.49,versicolor
5.64,2.59,6.32,0.02,versicolor
5.2,3.14,3.61,1.47,virginica
6.64,2.91,1.22,2.23,setosa
7.12,3.0,4.42,-0.61,versicolor
5.41,3.46,4.17,1.61,setosa
5.31,2.53,2.12,1.1,versicolor
6.19,3.17,2.32,0.69,setosa
5.51,2.99,3.66,1.68,setosa
5.69,2.87,4.22,2.23,versicolor
6.39,3.35,-0.01,1.67,setosa
4.27,3.35,5.28,0.98,versicolor
6.85,2.62,2.96,0.63,versicolor
5.86,2.93,1.7,1.29,setosa
5.47,3.11,5.11,1.72,versicolor
5.73,2.89,3.66,0.97,setosa
5.77,3.23,5.52,1.03,versicolor
4.42,3.11,4.36,2.89,setosa
7.0,3.73,3.7,1.85,versicolor
5.83,2.39,3.47,1.89,versicolor
6.15,2.95,4.42,0.32,virginica
6.56,2.64,3.08,0.78,versicolor
4.98,3.24,2.42,1.24,versicolor
6.18,2.35,4.61,0.6,setosa
5.59,3.14,3.48,2.16,setosa
6.48,2.75,3.75,2.05,setosa
4.1,2.71,5.33,0.88,setosa
5.72,2.42,3.53,2.27,virginica
5.32,2.81,3.72,1.2,virginica
6.15,3.43,2.8,2.75,setosa
6.18,2.99,4.35,1.29,setosa
5.23,3.25,4.22,1.55,setosa
5.23,3.67,5.05,2.04,setosa
5.71,3.11,2.83,1.97,versicolor
5.08,2.78,3.01,1.51,setosa
6.47,3.19,4.89,1.12,versicolor
5.5,2.78,4.08,1.51,setosa
3.47,2.8,2.34,0.71,virginica
5.5,2.39,5.66,1.29,virginica
4.97,3.37,1.15,0.53,setosa
4.49,2.85,4.88,0.13,virginica
4.81,3.07,1.8,1.23,virginica
5.89,2.59,6.53,1.96,virginica
6.86,3.17,1.38,1.76,virginica
6.05,2.7,5.43,1.15,versicolor
5.31,2.94,3.58,2.25,versicolor
6.16,3.35,3.15,0.86,versicolor
5.43,3.32,3.98,0.05,versicolor
5.24,2.99,4.65,-0.11,setosa
4.88,2.29,2.34,0.49,virginica
4.4,4.2,2.48,1.69,virginica
5.49,3.7,4.67,0.82,setosa
5.93,3.29,1.14,1.48,setosa
5.72,2.7,2.82,2.19,versicolor
5.47,2.95,8.26,0.54,versicolor
5.04,2.78,2.25,1.49,virginica
6.29,3.51,5.42,1.52,setosa
4.75,3.11,2.82,0.68,virginica
6.42,2.69,4.46,2.01,setosa
5.0,2.81,4.68,1.03,versicolor
5.2,3.45,5.39,0.97,virginica
4.63,3.64,3.4,2.47,virginica
5.4,3.61,6.68,1.51,setosa
6.58,3.3,2.82,1.76,virginica
6.21,2.9,4.05,2.01,versicolor
6.58,1.7,4.07,0.81,virginica
6.22,3.12,2.02,1.95,setosa
4.92,3.0,3.27,0.9,virginica
5.54,3.06,3.94,0.87,versicolor
5.18,3.02,3.05,1.04,setosa
6.86,2.47,7.36,0.83,setosa
4.84,3.22,2.44,1.69,versicolor
6.51,3.25,5.47,1.36,setosa
6.51,3.27,4.98,0.91,setosa
7.26,3.38,3.68,1.6,virginica
5.47,3.24,2.4,1.03,setosa
6.37,2.84,2.55,1.0,virginica
7.63,2.97,2.92,1.23,versicolor
5.31,3.04,1.02,1.48,versicolor
4.57,3.04,2.19,1.43,versicolor
4.3,3.4,1.48,0.98,versicolor
6.37,3.26,5.72,1.71,setosa
4.29,3.83,4.63,1.07,setosa
5.5,3.88,4.88,0.81,virginica
6.15,3.03,4.58,0.32,virginica
5.95,1.47,3.95,1.79,virginica
6.14,3.49,5.89,1.21,setosa
5.98,2.78,2.78,1.33,virginica
6.82,2.68,3.86,1.83,setosa
5.04,2.84,4.82,0.91,versicolor
5.26,2.82,1.72,0.38,setosa
5.18,3.24,8.34,1.24,versicolor
6.46,2.38,3.74,1.38,virginica
6.52,2.57,3.91,1.04,setosa
6.16,3.14,5.59,2.08,virginica
6.75,3.25,5.07,-0.29,virginica
4.86,3.26,3.76,1.87,versicolor
7.13,2.69,3.9,1.67,virginica
7.02,2.61,1.44,1.47,setosa
6.39,2.8,2.87,-0.8,virginica
7.23,3.1,4.48,1.97,versicolor
4.47,3.59,4.37,0.58,versicolor
5.38,2.18,5.53,0.9,virginica
5.21,2.91,3.52,1.1,versicolor
6.38,2.47,1.62,1.44,virginica
4.96,2.34,5.29,1.58,versicolor
6.41,3.39,5.85,1.74,virginica
6.9,3.22,5.05,1.69,virginica
6.36,3.18,3.45,1.35,setosa
6.03,3.37,5.27,1.45,setosa
5.01,2.81,8.84,0.55,virginica
5.12,2.83,3.87,0.75,setosa
6.8,3.87,1.73,1.74,setosa
6.42,2.9,2.82,1.7,versicolor
5.77,3.29,4.64,1.63,setosa
5.47,3.0,1.29,0.89,versicolor
4.18,2.26,3.95,1.75,setosa
4.94,2.18,4.27,0.5,setosa
7.33,2.77,6.0,1.85,virginica
4.78,3.42,5.67,1.04,setosa
5.95,3.32,5.0,2.21,virginica
6.61,3.37,0.46,0.29,virginica
4.8,2.61,5.08,2.26,virginica
5.95,3.65,4.76,0.98,virginica
6.55,2.61,4.08,0.97,setosa
5.81,3.09,1.1,1.32,virginica
8.09,3.0,2.53,0.78,setosa
4.47,2.93,1.95,1.16,setosa
6.65,3.54,0.68,0.76,versicolor
5.66,2.72,3.7,0.78,versicolor
6.42,2.46,2.5,1.49,versicolor
6.15,3.01,7.64,0.66,virginica
5.21,2.84,3.45,0.74,setosa
5.98,4.35,5.64,0.38,setosa
4.31,3.27,1.35,0.9,virginica
6.28,2.84,2.9,1.99,versicolor
6.04,2.58,3.85,0.69,versicolor
6.31,2.25,2.34,0.76,setosa
6.65,2.59,3.07,1.32,setosa
6.09,3.05,3.37,0.98,setosa
5.92,3.57,3.35,2.54,versicolor
5.1,3.45,6.48,1.1,setosa
5.23,3.09,4.27,1.4,versicolor
6.75,2.87,4.42,1.77,versicolor
6.95,3.11,4.51,1.75,versicolor
5.61,2.79,4.62,1.34,virginica
5.84,3.69,3.58,1.1,virginica
5.08,2.92,3.22,2.41,setosa
6.74,2.97,3.95,1.14,versicolor
6.33,2.11,5.44,0.93,setosa
7.35,2.92,5.39,0.81,versicolor
5.1,3.33,3.34,0.16,setosa
5.5,2.57,4.85,1.69,setosa
5.99,2.7,3.41,-0.21,virginica
6.32,3.32,3.75,1.2,virginica
5.63,2.41,2.99,1.08,virginica
5.1,3.42,3.43,2.54,virginica
6.51,2.79,5.71,0.1,versicolor
6.38,2.84,3.84,0.66,setosa
5.07,2.55,3.9,1.12,setosa
6.88,3.15,1.53,1.08,versicolor
6.74,3.98,3.24,0.87,versicolor
5.91,3.31,3.34,1.15,setosa
5.86,2.65,2.46,0.44,virginica
6.24,3.45,3.73,1.41,virginica
5.11,2.87,3.06,-0.19,virginica
5.82,3.55,3.82,1.18,versicolor
4.08,3.32,3.88,0.84,setosa
6.5,1.82,2.27,1.81,versicolor
4.55,2.6,3.1,2.25,setosa
7.0,3.38,3.82,1.0,virginica
5.54,3.06,5.48,2.03,virginica
5.63,2.59,4.09,1.01,virginica
5.3,2.75,2.71,0.62,setosa
5.57,2.24,4.3,2.25,virginica
6.93,2.96,6.26,1.51,setosa
3.81,3.88,5.08,1.2,versicolor
6.82,3.32,4.52,1.61,virginica
6.07,3.88,4.79,1.36,versicolor
4.83,3.35,5.86,1.16,versicolor
4.94,3.41,5.31,0.4,setosa
7.14,3.79,4.55,1.04,versicolor
5.04,3.15,5.3,1.57,setosa
4.88,2.93,2.08,1.13,setosa
6.71,3.41,1.45,1.74,versicolor
6.07,3.58,3.94,1.43,setosa
5.05,2.81,3.8,0.67,setosa
5.97,2.71,2.88,0.41,setosa
4.98,3.06,4.94,1.11,versicolor
6.68,3.33,0.91,0.89,setosa
6.65,3.32,2.9,1.4,virginica
6.23,2.43,2.97,0.77,versicolor
6.09,3.76,1.25,0.83,versicolor
7.21,2.74,5.94,1.83,setosa
5.8,2.89,1.66,1.29,versicolor
4.85,2.64,2.82,0.78,virginica
6.16,4.08,5.06,1.21,versicolor
7.47,3.1,4.67,2.03,versicolor
4.99,2.66,2.04,1.38,versicolor
5.51,3.35,4.72,1.56,setosa
6.13,3.31,4.13,0.75,virginica
5.76,2.92,7.2,1.82,virginica
5.01,3.34,4.31,2.59,virginica
6.7,2.67,3.49,0.73,versicolor
7.66,2.8,2.42,0.49,virginica
5.96,2.2,2.58,1.31,setosa
5.08,2.47,2.46,1.73,versicolor
4.56,3.72,5.76,1.15,setosa
6.01,3.66,3.73,0.57,versicolor
6.68,3.03,4.55,1.13,setosa
6.18,3.67,5.97,1.56,versicolor
5.8,2.94,0.16,0.96,setosa
5.33,2.9,5.62,1.56,virginica
4.93,3.02,3.78,1.9,versicolor
6.47,2.95,4.35,1.34,versicolor
6.53,2.91,2.46,1.18,setosa
4.56,3.46,2.57,1.7,setosa
7.07,3.06,4.43,0.69,setosa
6.26,3.28,7.28,0.63,versicolor
6.92,3.41,5.2,1.04,setosa
4.73,3.16,5.6,0.9,virginica
4.71,2.61,3.41,0.72,setosa
5.68,2.46,2.8,2.3,setosa
6.2,3.06,2.53,2.5,setosa
7.24,2.93,2.97,0.99,virginica
6.36,3.03,0.62,1.26,setosa
5.61,2.99,2.61,1.09,setosa
4.98,4.03,2.86,1.86,versicolor
6.78,2.47,3.44,1.98,versicolor
5.03,2.2,3.9,0.13,setosa
7.1,3.13,4.24,1.49,versicolor
5.57,2.85,3.68,0.42,setosa
7.07,3.13,2.83,2.25,setosa
6.34,3.23,0.75,1.46,virginica
5.69,3.51,2.84,0.71,setosa
5.38,2.4,2.24,1.06,versicolor
5.53,2.78,4.4,1.03,versicolor
6.14,3.17,5.06,1.52,versicolor
5.86,3.31,5.11,1.83,versicolor
5.32,3.88,4.84,0.51,setosa
5.67,3.38,3.5,2.3,virginica
5.86,2.98,2.92,2.16,virginica
4.1,2.64,2.58,0.67,setosa
6.17,2.77,1.44,1.24,versicolor
5.02,2.76,5.19,2.23,virginica
4.88,3.26,3.44,1.94,virginica
4.45,3.1,1.83,1.0,setosa
4.36,2.47,2.46,1.69,versicolor
4.72,2.83,2.4,3.0,virginica
5.23,3.35,3.76,1.26,setosa
7.36,3.14,5.3,0.82,virginica
5.38,3.23,3.18,1.3,virginica
5.94,3.15,0.32,1.35,versicolor
6.12,3.65,3.42,0.89,versicolor
5.9,3.09,3.47,1.46,virginica
5.74,2.85,3.36,0.45,versicolor
4.84,2.63,2.76,0.8,virginica
6.96,3.1,4.03,1.65,virginica
7.25,2.02,3.8,0.15,virginica
4.45,2.93,3.66,1.74,setosa
4.98,2.92,4.32,-0.01,versicolor
5.58,2.45,3.06,0.16,versicolor
5.03,2.63,2.97,0.9,virginica
6.2,3.32,5.77,1.37,versicolor
5.22,3.09,4.54,2.0,virginica
7.53,3.04,4.94,1.23,versicolor
6.75,3.12,5.54,1.05,versicolor
5.97,3.04,4.49,1.55,virginica
6.62,3.5,5.09,0.68,versicolor
6.68,3.05,1.33,1.28,virginica
5.35,2.42,4.01,0.48,setosa
5.15,3.65,3.43,1.25,virginica
5.86,3.15,6.22,1.12,versicolor
6.49,2.76,5.09,0.72,setosa
5.91,2.5,2.75,1.3,setosa
4.54,3.16,4.26,1.3,virginica
5.16,2.95,3.95,1.91,setosa
5.74,3.63,4.38,0.24,virginica
5.74,2.86,2.17,1.15,versicolor
7.38,2.67,4.24,0.74,virginica
4.69,3.36,3.36,1.72,setosa
6.2,3.37,4.12,1.65,virginica
6.99,3.07,2.61,1.5,virginica
7.62,3.27,2.82,0.78,versicolor
5.48,2.98,5.46,1.73,virginica
6.19,3.09,2.12,0.28,versicolor
6.26,3.47,2.23,0.16,setosa
5.96,3.25,3.62,0.43,setosa
5.72,2.93,2.54,1.18,virginica
6.15,3.54,2.37,1.61,virginica
3.77,2.05,3.86,-0.59,setosa
6.35,3.82,1.44,1.99,setosa
5.9,2.32,2.19,1.28,setosa
5.62,2.75,6.78,0.26,virginica
7.44,2.98,4.39,1.26,setosa
5.26,2.94,2.58,1.86,virginica
5.48,3.4,4.33,1.56,setosa
7.39,2.58,4.55,1.86,setosa
5.13,3.1,5.19,0.38,virginica
5.36,2.77,3.51,0.95,versicolor
5.68,3.12,5.16,0.65,virginica
6.47,2.97,0.64,2.23,versicolor
5.97,3.04,2.12,1.58,virginica
4.77,2.78,3.95,2.91,versicolor
5.37,2.8,4.19,0.92,versicolor
5.31,3.11,2.33,0.77,versicolor
5.74,3.38,4.09,1.11,virginica
6.14,2.76,2.76,2.03,virginica
6.13,2.65,3.28,0.98,virginica
4.38,3.25,5.24,1.27,versicolor
6.65,2.99,5.06,1.26,versicolor
6.0,3.33,2.2,1.22,virginica
6.91,2.64,2.11,0.81,virginica
